SMILES,SPLIT
CCC(C)C1CC1C#N,train
C#CC1CC1C(O)CC,train
CCC(O)C1CC1C#N,test
CCN(C)C1CC1C#N,train
C#CC1CC1C(C)OC,train
COC(C)C1CC1C#N,train
C#CC1CC1C(O)CO,test
CCN=C(C#N)NC,train
N#CC1CC1C(O)CO,train
N#Cc1cnc[nH]1,train
CCNC(C#N)=NC,train
CC(CO)C1CC1CO,train
C#CC(=NC)OCC,train
CCC(C)C1CC1CC,train
CCC(C)C1CC1CO,train
CCC(C)C1CC1OC,train
CCC(O)C1CC1CC,train
CCC(O)C1CC1CO,train
CCOC(C#N)=NC,train
CCC(O)C1CC1OC,train
CCC1CC1C(C)CO,test
CCC1CC1C(C)OC,train
CCC1CC1C(O)CO,train
C#CC(C#C)CCC,train
COC(C)C1CC1CO,train
COC(C)C1CC1OC,train
C#CC(C#N)CCC,test
COC1CC1C(C)CO,test
COC1CC1C(O)CO,train
OCC(O)C1CC1CO,train
CC(CO)C1CC2CC21,test
CCCC(C#N)C#N,train
CC(CO)C1OC2CC21,train
CCC(C)C1CC2CC21,train
CCC(C)C1OC2CC21,train
CCC(O)C1CC2CC21,train
C#CC(C#N)NCC,train
CCC(O)C1OC2CC21,train
COC(C)C1CC2CC21,test
COC(C)C1OC2CC21,train
OCC(O)C1CC2CC21,train
CCNC(C#N)C#N,test
OCC(O)C1OC2CC21,train
CC(CO)C1CC=CC1,train
CC(CO)C1CN=CO1,train
CCC(C)C1CC=CC1,train
CCC(C)C1CN=CO1,train
CCC(O)C1CC=CC1,train
CCC(O)C1CN=CO1,train
COC(C)C1CC=CC1,train
C#CC(C#C)OCC,train
COC(C)C1CN=CO1,train
OCC(O)C1CC=CC1,train
OCC(O)C1CN=CO1,train
CC(CO)C1CCC1=O,train
CC(CO)C1CNC1=O,test
CC(CO)C1COC1=N,test
CC(CO)C1COC1=O,train
CC(CO)C1NCC1=O,train
CC(CO)C1OCC1=O,train
CC(CO)N1CCC1=O,train
N#Cc1cnco1,train
C#CC(C#N)OCC,train
CCC(C)C1CCC1=O,test
CCC(C)C1CNC1=O,train
CCC(C)C1COC1=N,train
CCC(C)C1COC1=O,train
CCC(C)C1NCC1=O,train
CCC(C)C1OCC1=O,train
CCC(C)N1CCC1=O,train
CCC(O)C1CCC1=O,train
CCC(O)C1CNC1=O,train
CCC(O)C1COC1=N,train
CCOC(C#N)C#N,train
CCC(O)C1COC1=O,train
CCC(O)C1NCC1=O,train
CCC(O)C1OCC1=O,train
CCN(C)C1CNC1=O,test
CCN(C)C1COC1=N,test
CCN(C)C1COC1=O,train
COC(C)C1CCC1=O,test
COC(C)C1CNC1=O,train
COC(C)C1COC1=N,train
COC(C)C1COC1=O,train
C#CC(C#C)COC,train
COC(C)C1NCC1=O,train
COC(C)C1OCC1=O,train
O=C1CCC1C(O)CO,train
O=C1NCC1C(O)CO,train
N=C1OCC1C(O)CO,train
O=C1OCC1C(O)CO,train
O=C1CNC1C(O)CO,train
O=C1COC1C(O)CO,train
CC(CO)C1CCC1C,train
CC(CO)C1CCC1O,train
C#CC(C#N)COC,train
CC(CO)C1COC1C,train
CC(CO)C1OCC1C,train
CC(CO)C1OCC1O,train
CC1CCC1C(O)CO,train
CC1COC1C(O)CO,train
CC1OCC1C(O)CO,train
CCC(C)C1CCC1C,train
CCC(C)C1CCC1O,train
CCC(C)C1COC1C,train
CCC(C)C1OCC1C,train
CCC(C)C1OCC1O,train
CCC(O)C1CCC1C,train
CCC(O)C1CCC1O,train
CCC(O)C1COC1C,train
CCC(O)C1OCC1C,train
CCC(O)C1OCC1O,train
COC(C)C1CCC1C,train
COC(C)C1CCC1O,train
COC(C)C1COC1C,train
COC(C)C1OCC1C,train
C#CC(C#C)CCO,train
COC(C)C1OCC1O,train
OCC(O)C1CCC1O,train
OCC(O)C1OCC1O,train
CC(CO)C1C=CCC1,train
CC(CO)C1COC=N1,train
CC(CO)C1C=CCO1,train
CCC(C)C1C=CCC1,train
CCC(C)C1COC=N1,test
CCC(C)C1C=CCO1,test
CCC(O)C1C=CCC1,train
C#CC(C#N)CCO,train
CCC(O)C1COC=N1,train
CCC(O)C1C=CCO1,train
COC(C)C1C=CCC1,train
COC(C)C1COC=N1,train
COC(C)C1C=CCO1,test
OCC(O)C1C=CCC1,train
OCC(O)C1COC=N1,train
OCC(O)C1C=CCO1,test
CC(CO)C1CCCC1,train
CC(CO)C1CCCO1,train
CC(CO)C1CCOC1,train
CC(CO)C1COCO1,train
CC(CO)C1OCCO1,train
CCC(C)C1CCCC1,train
CCC(C)C1CCCO1,train
CCC(C)C1CCOC1,train
CCC(C)C1COCO1,train
CCC(C)C1OCCO1,train
CCC(O)C1CCCC1,train
CCC(O)C1CCCO1,train
CCC(O)C1CCOC1,train
CCC(O)C1COCO1,train
CCC(O)C1OCCO1,train
COC(C)C1CCCC1,train
COC(C)C1CCCO1,train
COC(C)C1CCOC1,train
COC(C)C1COCO1,train
COC(C)C1OCCO1,train
OCC(O)C1CCCC1,train
OCC(O)C1CCCO1,train
OCC(O)C1CCOC1,train
OCC(O)C1COCO1,train
OCC(O)C1OCCO1,test
CC(CO)N=C(N)C#N,train
CCC(C)N=C(N)C#N,train
CC(CO)N=C1CCO1,train
CCC(C)N=C1CCO1,train
N#Cc1ncc[nH]1,train
C#CC#CCC(C)CO,train
CC(CO)CC#CC#N,train
C#CC#CCC(C)CC,train
CCC(C)CC#CC#N,train
C#CC#CCC(O)CC,train
CCC(O)CC#CC#N,train
CCN(C)CC#CC#N,train
C#CC#CCC(C)OC,train
COC(C)CC#CC#N,test
C#CC#CCC(O)CO,test
N#CC#CCC(O)CO,train
C#CC(=O)CC(C)CO,train
CC(CO)CC(=O)C#N,train
C#CC(=O)NC(C)CO,train
C#CC(=O)OC(C)CO,test
CC(CO)OC(=O)C#N,train
C#CC(=O)CC(C)CC,train
CCC(C)CC(=O)C#N,train
C#CC(=O)NC(C)CC,train
C#CC(=O)OC(C)CC,train
CCC(C)OC(=O)C#N,train
C#CC(=O)CC(O)CC,train
CCC(O)CC(=O)C#N,train
C#CC(=O)CN(C)CC,train
CCN(C)CC(=O)C#N,train
C#CC(=O)CC(C)OC,train
COC(C)CC(=O)C#N,train
C#CC(=O)CC(O)CO,train
N#CC(=O)CC(O)CO,train
CC(CO)CC(=O)CO,train
CC(CO)NC(=O)CO,train
CC(CO)OC(=O)CN,test
CC(CO)OC(=O)CO,train
CCC(=O)CC(C)CO,train
CCC(=O)CC(C)OC,train
CCC(=O)CC(O)CO,test
CCC(=O)NC(C)CO,train
CCC(=O)OC(C)CO,test
CCC(=O)CC(C)CC,test
CCC(C)CC(=O)CO,train
CCC(C)CC(=O)NC,train
CCC(C)CC(=O)OC,train
CCC(=O)NC(C)CC,train
CCC(C)NC(=O)CO,train
CCC(C)NC(=O)NC,train
CCC(C)NC(=O)OC,train
CCC(=O)OC(C)CC,train
CCC(C)OC(=O)CN,train
CCC(C)OC(=O)CO,train
CCC(C)OC(=O)NC,train
CCC(=O)CC(O)CC,train
CCC(O)CC(=O)CO,train
CCC(O)CC(=O)NC,train
CCC(O)CC(=O)OC,train
CCN(C)CC(=O)CO,train
CCN(C)CC(=O)OC,test
CNC(=O)CC(C)CO,train
CNC(=O)CC(C)OC,train
CNC(=O)CC(O)CO,train
CNC(=O)NC(C)CO,train
CNC(=O)OC(C)CO,train
COC(=O)CC(C)CO,train
N#Cc1ncco1,train
COC(=O)CC(O)CO,train
COC(=O)NC(C)CO,train
COC(C)CC(=O)CO,train
COC(=O)CC(C)OC,train
O=C(CO)CC(O)CO,train
CC(C)(C)CC(O)CO,train
CC(C)(O)CC(O)CO,train
CC(CO)CC(C)(C)C,train
CC(CO)CC(C)(C)O,train
CC(CO)OC(C)(C)C,train
CCC(C)CC(C)(C)C,train
CCC(C)CC(C)(C)O,train
CCC(C)OC(C)(C)C,test
CCC(O)CC(C)(C)C,train
CCC(O)CC(C)(C)O,train
COC(C)CC(C)(C)C,train
COC(C)CC(C)(C)O,train
C#CC(C)CC(O)CO,train
CC(C#N)CC(O)CO,train
C#CC(C)CC(C)CO,train
CC(C#N)CC(C)CO,train
CC(CO)CC(N)C#N,train
C#CC(O)CC(C)CO,train
CC(CO)CC(O)C#N,train
CC(C#N)NC(C)CO,train
C#CC(C)OC(C)CO,train
CC(C#N)OC(C)CO,train
C#CC(C)CC(C)CC,train
CCC(C)CC(C)C#N,train
CCC(C)CC(N)C#N,train
C#CC(O)CC(C)CC,train
CCC(C)CC(O)C#N,train
CCC(C)NC(C)C#N,train
C#CC(C)OC(C)CC,train
CCC(C)OC(C)C#N,train
C#CC(C)CC(O)CC,test
CCC(O)CC(C)C#N,train
CCC(O)CC(N)C#N,train
C#CC(O)CC(O)CC,test
CCC(O)CC(O)C#N,train
CCN(C)CC(N)C#N,train
CCN(C)CC(O)C#N,train
C#CC(C)CC(C)OC,train
COC(C)CC(C)C#N,train
COC(C)CC(N)C#N,train
C#CC(O)CC(C)OC,train
COC(C)CC(O)C#N,train
N#CC(N)CC(O)CO,train
C#CC(O)CC(O)CO,train
N#CC(O)CC(O)CO,train
CC(CO)CC(C)CO,train
CC(CO)CC(O)CO,train
CC(CO)OC(C)CO,train
CCC(C)CC(C)CC,train
CCC(C)CC(C)CO,train
CCC(C)CC(C)OC,train
CCC(C)CC(O)CC,test
CCC(C)CC(O)CO,train
CCC(C)OC(C)CC,train
CCC(C)OC(C)CO,train
CCC(O)CC(C)CO,train
CCC(O)CC(C)OC,train
CCC(O)CC(O)CC,train
CCC(O)CC(O)CO,train
COC(C)CC(C)CO,train
COC(C)CC(C)OC,train
COC(C)CC(O)CO,train
OCC(O)CC(O)CO,train
CC(CO)CC1(C)CC1,train
CC(CO)CC1(O)CC1,train
CC(CO)OC1(C)CC1,train
CCCC(=NC)OC,test
CC1(CC(O)CO)CC1,test
CCC(C)CC1(C)CC1,train
CCC(C)CC1(O)CC1,train
CCC(C)OC1(C)CC1,train
CCC(O)CC1(C)CC1,train
CCC(O)CC1(O)CC1,train
C#Cc1cc[nH]c1,train
CCOC(CC)=NC,train
COC(C)CC1(C)CC1,train
COC(C)CC1(O)CC1,test
OCC(O)CC1(O)CC1,train
CC(CO)CC1CC1C,train
CC(CO)CC1CC1O,train
CC(CO)OC1CC1C,train
CCOC(CO)=NC,train
CC(CO)OC1CC1O,train
CC1CC1CC(O)CO,train
CCC(C)CC1CC1C,train
CCC(C)CC1CC1O,train
CCC(C)OC1CC1C,train
CN=C(CCO)OC,train
CCC(C)OC1CC1O,train
CCC(O)CC1CC1C,train
CCC(O)CC1CC1O,train
COC(C)CC1CC1C,train
COC(C)CC1CC1O,train
CN=C(COC)OC,train
OCC(O)CC1CC1O,train
CC(CO)CC1CCC1,train
CC(CO)CC1CCO1,train
CC(CO)CC1COC1,train
CC(CO)OC1CCC1,train
CC(CO)OC1COC1,train
CCC(C)CC1CCC1,train
CCC(C)CC1CCO1,train
C#CC(CC)CCO,train
CCC(C)CC1COC1,train
CCC(C)OC1CCC1,train
CCC(C)OC1COC1,train
CCC(O)CC1CCC1,train
CCC(O)CC1CCO1,train
CCC(O)CC1COC1,train
COC(C)CC1CCC1,train
COC(C)CC1CCO1,train
COC(C)CC1COC1,train
OCC(O)CC1CCC1,train
CCC(C#N)CCO,train
OCC(O)CC1CCO1,train
OCC(O)CC1COC1,train
CC#CCCC(C)CO,train
CC#CCCC(O)CO,train
CC#CCOC(C)CO,train
CC#CCCC(C)CC,test
CC#CCOC(C)CC,train
CC#CCCC(O)CC,train
CC#CCCC(C)OC,train
C#CC(CC)COC,train
CC(=O)CCC(O)CO,train
CC(=O)NCC(O)CO,train
CC(=O)OCC(O)CO,train
CC(=O)CCC(C)CO,train
CC(CO)CCC(N)=O,train
CC(=O)NCC(C)CO,train
CC(CO)CNC(N)=O,train
CCC(C#N)COC,train
CC(=O)OCC(C)CO,train
CC(CO)COC(N)=O,train
CC(=O)COC(C)CO,train
CC(CO)OCC(N)=O,train
CCC(C)CCC(C)=O,train
CCC(C)CCC(N)=O,train
CCC(C)CNC(C)=O,train
CCC(C)CNC(N)=O,train
C#CC(CC)CCC,train
CCC(C)COC(C)=O,train
CCC(C)COC(N)=O,train
CCC(C)OCC(C)=O,train
CCC(C)OCC(N)=O,test
CCC(O)CCC(C)=O,train
CCC(O)CCC(N)=O,train
CCC(O)CNC(C)=O,train
CCC(O)CNC(N)=O,train
CCCC(C#N)CC,train
CCC(O)COC(C)=O,train
CCC(O)COC(N)=O,train
COC(C)CCC(C)=O,train
COC(C)CCC(N)=O,train
COC(C)CNC(C)=O,train
COC(C)CNC(N)=O,train
C#Cc1c[nH]cn1,train
C#CC(CO)CCC,train
COC(C)COC(C)=O,train
COC(C)COC(N)=O,train
NC(=O)CCC(O)CO,train
NC(=O)NCC(O)CO,test
NC(=O)OCC(O)CO,train
CC(C)CCC(C)CO,train
CC(C)CCC(O)CO,train
CCCC(C#N)CO,train
CC(C)COC(C)CO,train
CC(CO)COC(C)C,train
CC(C)OCC(O)CO,train
CC(O)CCC(C)CO,train
CC(O)CCC(O)CO,train
CC(O)COC(C)CO,test
CCC(C)CCC(C)C,train
CCC(C)CCC(C)O,train
CCC(C)COC(C)C,train
CCC(C)OCC(C)C,train
CCCC(C#N)NC,train
CCC(C)OCC(C)O,train
CCC(O)CCC(C)C,train
CCC(O)CCC(C)O,train
CCC(O)COC(C)C,train
COC(C)CCC(C)C,train
COC(C)CCC(C)O,train
COC(C)COC(C)C,train
CC(CO)CCC1CC1,test
C#CC(CCC)OC,train
CC(CO)COC1CC1,train
CC(CO)OCC1CC1,train
CCC(C)CCC1CC1,train
CCC(C)COC1CC1,test
CCC(C)OCC1CC1,train
CCCC(C#N)OC,train
CCC(O)CCC1CC1,train
CCC(O)COC1CC1,train
COC(C)CCC1CC1,train
COC(C)COC1CC1,train
OCC(O)CCC1CC1,train
CCNC(C#N)CC,train
OCC(O)COC1CC1,train
CCC(C)COC=NC,train
CCC(O)COC=NC,train
CN=COCC(C)CO,train
CN=COCC(O)CO,train
CN=COCC(C)OC,train
C#CCCCC(C)CO,test
CC(CO)CCCC#N,train
CCNC(C#N)CN,train
CC(CO)CNCC#N,train
C#CCOCC(C)CO,train
CC(CO)COCC#N,train
C#CCCOC(C)CO,train
CC(CO)OCCC#N,test
C#CCCCC(C)CC,train
CCC(C)CCCC#N,train
CCC(C)CNCC#N,train
C#CCOCC(C)CC,train
CCC(C)COCC#N,train
CCNC(C#N)CO,train
C#CCCOC(C)CC,train
CCC(C)OCCC#N,train
C#CCCCC(O)CC,train
CCC(O)CCCC#N,train
CCC(O)CNCC#N,train
C#CCOCC(O)CC,train
CCC(O)COCC#N,train
C#CCCCC(C)OC,train
COC(C)CCCC#N,train
COC(C)CNCC#N,train
C#CC(CC)OCC,train
C#CCOCC(C)OC,train
COC(C)COCC#N,train
C#CCCCC(O)CO,train
N#CCCCC(O)CO,train
N#CCNCC(O)CO,train
C#CCOCC(O)CO,test
N#CCOCC(O)CO,train
CCOC(C#N)CC,train
C#Cc1ccoc1,train
CCOC(C#N)CN,train
C#CC(CO)OCC,train
CC(=O)C(CO)C1CC1,train
CCC(C(C)=O)C1CC1,train
CCC(C(N)=O)C1CC1,train
CCOC(C#N)CO,train
CCN(C(C)=O)C1CC1,train
CCN(C(N)=O)C1CC1,train
COC(C(C)=O)C1CC1,train
COC(C(N)=O)C1CC1,train
CNC(C#N)CCO,train
NC(=O)C(CO)C1CC1,train
CNC(C#N)COC,train
CCC(C1CC1)C1CC1,test_scaffolds
COC(C1CC1)C1CC1,test_scaffolds
CNCC(C#N)NC,test
OCC(C1CC1)C1CC1,test_scaffolds
CNCC(C#N)OC,train
C#CC(CCO)OC,train
COC(C#N)CCO,train
C#CC(CO)COC,train
C#Cc1cocn1,train
COCC(C#N)CO,train
C#CC(COC)OC,train
COCC(C#N)OC,train
C#CC(CO)CCO,train
N#CC(CO)CCO,train
N#Cc1cc[nH]c1,train
CCN(C=NC)C(C)=O,train
CCN(C=NC)C(N)=O,train
C#CCC(C#CC)CO,test
CC#CC(CO)CC#N,train
C#CCC(C#CC)CC,train
CC#CC(CC)CC#N,train
CC#CC(CC#N)NC,train
C#CCC(C#CC)OC,test
CC#CC(CC#N)OC,train
C#CCC(CO)C(C)=O,test
CC(=O)C(CO)CC#N,train
C#CCC(CC)C(C)=O,train
C#CCC(CC)C(N)=O,train
CCC(CC#N)C(C)=O,test
CCC(CC#N)C(N)=O,train
C#CCN(CC)C(C)=O,train
C#CCN(CC)C(N)=O,train
CCN(CC#N)C(C)=O,train
CCN(CC#N)C(N)=O,train
CNC(CC#N)C(C)=O,train
CNC(CC#N)C(N)=O,train
C#CCC(OC)C(C)=O,train
C#CCC(OC)C(N)=O,train
COC(CC#N)C(C)=O,train
COC(CC#N)C(N)=O,train
C#CCC(CO)C(N)=O,train
N#CCC(CO)C(N)=O,train
C#CCC(CO)C(C)C,test
CC(C)C(CO)CC#N,train
C#CCC(CO)C(C)O,train
CC(O)C(CO)CC#N,train
C#CCC(CC)C(C)C,train
C#CCC(CC)C(C)O,train
CCC(CC#N)C(C)C,train
CCC(CC#N)C(C)O,train
CCN(CC#N)C(C)C,train
CN(C)C(CO)CC#N,train
C#CCC(OC)C(C)C,train
C#CCC(OC)C(C)O,train
COC(CC#N)C(C)C,train
COC(CC#N)C(C)O,train
C#CCC(CC)C1CC1,train
CCC(CC#N)C1CC1,train
CCC(CC)CCO,train
CCN(CC#N)C1CC1,train
C#CCC(OC)C1CC1,train
COC(CC#N)C1CC1,train
CCC(CC)COC,train
C#CCC(CO)C1CC1,train
N#CCC(CO)C1CC1,train
C#CCC(CC)CC#C,train
C#CCC(CC)CC#N,train
N#Cc1c[nH]cn1,train
CCC(CCO)OC,train
CCC(CC#N)CC#N,train
C#CCN(CC)CC#N,train
CCN(CC#N)CC#N,train
CNC(CC#N)CC#N,train
C#CCC(CC#C)OC,train
C#CCC(CC#N)OC,test
COC(CC#N)CC#N,train
C#CCC(CO)CC#C,train
C#CCC(CO)CC#N,train
N#CCC(CO)CC#N,train
CCC(CO)CCO,train
C#CC(CO)CC#CC,test
CC#CCC(C#N)CO,train
C#CC(CC)CC#CC,train
CC#CCC(C#N)CC,train
CC#CCC(C#N)NC,train
C#CC(CC#CC)OC,train
CC#CCC(C#N)OC,train
CCC(CO)COC,train
CCC(=NC)NC(C)=O,train
CCC(=NC)NC(N)=O,train
CN=C(CO)NC(C)=O,train
CN=C(CO)NC(N)=O,train
CN=C(NC)NC(C)=O,train
CN=C(NC(C)=O)OC,train
CN=C(NC(N)=O)OC,train
CCC(COC)OC,train
C#CC(CO)CC(C)=O,train
CC(=O)CC(C#N)CO,train
CC(=O)NC(C#N)CN,train
C#CC(CO)NC(C)=O,train
CC(=O)NC(C#N)CO,train
CC(=O)OC(C#N)CN,train
C#CC(CO)OC(C)=O,train
CC(=O)OC(C#N)CO,train
CCCC(CC)CC,test
C#CC(CC)CC(C)=O,train
CCC(C#N)CC(C)=O,test
C#CC(CC)CC(N)=O,train
CCC(C#N)CC(N)=O,train
C#CC(CC)NC(C)=O,train
CCC(C#N)NC(C)=O,train
C#CC(CC)NC(N)=O,train
CCC(C#N)NC(N)=O,train
CCCC(CC)CO,train
C#CC(CC)OC(C)=O,train
CCC(C#N)OC(C)=O,train
C#CC(CC)OC(N)=O,test
CCC(C#N)OC(N)=O,train
CNC(C#N)CC(C)=O,train
CNC(C#N)CC(N)=O,train
C#CC(CC(C)=O)OC,train
COC(C#N)CC(C)=O,train
C#CC(CC(N)=O)OC,train
CCCC(CC)OC,train
COC(C#N)CC(N)=O,train
C#CC(CO)CC(N)=O,train
N#CC(CO)CC(N)=O,train
C#CC(CO)NC(N)=O,train
N#CC(CO)NC(N)=O,train
C#CC(CO)OC(N)=O,train
N#CC(CO)OC(N)=O,train
N#CC(CN)NC(N)=O,train
CCCC(CO)CO,train
N#CC(CN)OC(N)=O,train
CCCC(CO)OC,train
CCOC(CC)CC,test
C#CC(CO)CC(C)C,train
CC(C)CC(C#N)CO,train
CC(C)NC(C#N)CN,test
CC(C)NC(C#N)CO,train
CC(C)OC(C#N)CN,train
C#CC(CO)OC(C)C,train
CC(C)OC(C#N)CO,train
C#CC(CO)CC(C)O,train
CC(O)CC(C#N)CO,train
N#Cc1ccoc1,train
CCOC(CC)CO,train
C#CC(CC)CC(C)C,train
CCC(C#N)CC(C)C,test
C#CC(CC)CC(C)O,train
CCC(C#N)CC(C)O,train
CCC(C#N)CN(C)C,train
CCC(C#N)NC(C)C,train
C#CC(CC)OC(C)C,train
CCC(C#N)OC(C)C,train
CN(C)CC(C#N)CO,train
CNC(C#N)CC(C)C,train
CCOC(CO)CO,train
CNC(C#N)CC(C)O,train
CNC(C#N)CN(C)C,train
C#CC(CC(C)C)OC,train
COC(C#N)CC(C)C,train
C#CC(CC(C)O)OC,train
COC(C#N)CC(C)O,train
COC(C#N)CN(C)C,train
COC(CO)CCO,train
C#CC(C#C)(CC)CC,train
C#CC(C#N)(CC)CC,train
CCC(C#N)(C#N)CC,train
COCC(CO)CO,train
CCC(C#N)(C#N)CN,train
C#CC(C#C)(CC)CO,train
C#CC(C#N)(CC)CO,train
CCC(C#N)(C#N)CO,train
C#CC(C#N)(CC)NC,train
CCC(C#N)(C#N)NC,train
C#CC(C#C)(CC)OC,train
C#CC(C#N)(CC)OC,train
CCC(C#N)(C#N)OC,train
C#CC(C#N)(CN)NC,train
COCC(CO)OC,train
CNC(C#N)(C#N)CN,train
C#CC(C#N)(CO)NC,test
CNC(C#N)(C#N)CO,train
C#CC(C#N)(CN)OC,train
COC(C#N)(C#N)CN,train
C#CC(C#C)(CO)OC,train
C#CC(C#N)(CO)OC,train
COC(C#N)(C#N)CO,train
N#CC(C#N)(CN)CN,test
C#CC(C#N)(CN)CO,train
OCCC(CO)CO,train
N#CC(C#N)(CN)CO,train
C#CC(C#C)(CO)CO,test
C#CC(C#N)(CO)CO,train
N#CC(C#N)(CO)CO,train
C#CC(C#C)C(C)=O,train
C#CC(C#N)C(C)=O,test
C#CC(CC)(CC)CC,train
CCC(C#N)(CC)CC,train
C#CC(CC)(CC)CO,train
CCC(C#N)(CC)CO,train
CCC(C#N)(CC)NC,train
C#CC(CC)(CC)OC,train
CC(=O)C(C#N)C#N,train
CCC(C#N)(CC)OC,train
CCC(C#N)(CN)NC,train
CCC(C#N)(CN)OC,train
C#CC(CC)(CO)CO,train
CCC(C#N)(CO)CO,train
CCC(C#N)(CO)NC,train
C#CC(CC)(CO)OC,train
CCC(C#N)(CO)OC,train
CNC(C#N)(CN)CN,train
CNC(C#N)(CN)CO,train
CNC(C#N)(CO)CO,train
COC(C#N)(CN)CN,train
COC(C#N)(CN)CO,train
C#CC(CO)(CO)OC,train
COC(C#N)(CO)CO,test
N#CC(CN)(CO)CO,train
C#CC(CO)(CO)CO,train
N#CC(CO)(CO)CO,train
N#Cc1cocn1,train
CCC(CC)(CC)CC,train
CCC(CC)(CC)CO,train
CCC(CC)(CC)OC,train
CCC(CC)(CO)CO,train
CCC(CC)(CO)OC,train
C#CC(C#C)C(N)=O,train
CCC(CO)(CO)CO,test
CCC(CO)(CO)OC,train
COC(CO)(CO)CO,test
OCC(CO)(CO)CO,train
C#CCN=C(CO)NC,train
CNC(CO)=NCC#N,train
C#CCN=C(NC)OC,train
CNC(=NCC#N)OC,train
C#CC#CC(CC)CC,train
CCC(C#CC#N)CC,train
C#CC#CC(CC)CO,train
CCC(C#CC#N)CO,train
C#CC#CC(CC)OC,train
CCC(C#CC#N)OC,train
CNC(C#CC#N)CO,train
C#CC#CC(CO)OC,train
COC(C#CC#N)CO,train
C#CC#CC(CO)CO,train
N#CC#CC(CO)CO,train
C#CC(=O)C(CC)CC,train
CCC(CC)C(=O)C#N,train
C#CC(=O)C(CC)CO,train
CCC(CO)C(=O)C#N,test
CCC(NC)C(=O)C#N,train
C#CC(=O)C(CC)OC,train
CCC(OC)C(=O)C#N,train
C#CC(=O)N(CC)CC,train
CCN(CC)C(=O)C#N,train
C#CC(=O)C(CO)NC,train
CNC(CO)C(=O)C#N,train
C#CC(=O)C(CO)OC,train
COC(CO)C(=O)C#N,train
C#CC(=O)C(CO)CO,train
N#CC(=O)C(CO)CO,train
CCC(=O)C(CO)CO,train
CCC(=O)C(CO)OC,train
CCC(=O)C(CC)CC,train
CCC(CC)C(=O)CO,train
CCC(CC)C(=O)NC,train
CCC(CC)C(=O)OC,train
CCC(=O)C(CC)CO,train
CCC(CO)C(=O)CO,train
CCC(CO)C(=O)NC,train
CCC(CO)C(=O)OC,train
CCC(NC)C(=O)OC,train
CCC(=O)C(CC)OC,test
CCC(OC)C(=O)CO,test
CCC(OC)C(=O)NC,train
CCC(OC)C(=O)OC,test
CCC(=O)N(CC)CC,train
CCN(CC)C(=O)CO,train
CCN(CC)C(=O)NC,train
CCN(CC)C(=O)OC,train
CNC(=O)C(CO)CO,train
CNC(=O)C(CO)OC,train
CNC(CO)C(=O)OC,train
COC(=O)C(CO)CO,train
COC(CO)C(=O)CO,train
COC(=O)C(CO)OC,test
O=C(CO)C(CO)CO,train
CC(C)(C)C(CO)CO,train
CC(C)(O)C(CO)CO,train
CCC(CC)C(C)(C)C,train
CCC(CC)C(C)(C)O,train
CCC(CO)C(C)(C)C,train
CCC(CO)C(C)(C)O,train
CCC(OC)C(C)(C)C,train
CCC(OC)C(C)(C)O,train
COC(CO)C(C)(C)C,train
COC(CO)C(C)(C)O,train
C#CC(C)C(CO)CO,train
CC(C#N)C(CO)CO,train
C#CC(C)C(CC)CC,test
CCC(CC)C(C)C#N,train
CCC(CC)C(N)C#N,train
C#CC(O)C(CC)CC,train
CCC(CC)C(O)C#N,train
C#CC(C)C(CC)CO,test
CCC(CO)C(C)C#N,train
CCC(CO)C(N)C#N,train
C#CC(O)C(CC)CO,train
CCC(CO)C(O)C#N,train
C#CC(C)C(CC)OC,train
CCC(OC)C(C)C#N,train
CCC(OC)C(N)C#N,train
C#CC(O)C(CC)OC,test
CCC(OC)C(O)C#N,train
CCN(CC)C(C)C#N,train
CNC(CO)C(N)C#N,train
CNC(CO)C(O)C#N,train
C#CC(C)C(CO)OC,train
COC(CO)C(C)C#N,train
COC(CO)C(N)C#N,test
C#CC(O)C(CO)OC,train
COC(CO)C(O)C#N,train
N#CC(N)C(CO)CO,train
C#CC(O)C(CO)CO,train
N#CC(O)C(CO)CO,train
C#CC(C#C)C(C)C,train
CC1(C(CO)CO)CC1,train
CCC(CC)C1(C)CC1,train
CCC(CC)C1(O)CC1,train
CCC(CO)C1(C)CC1,train
CCC(CO)C1(O)CC1,train
C#CC(C#N)C(C)C,train
CCC(OC)C1(C)CC1,train
CCC(OC)C1(O)CC1,train
COC(CO)C1(C)CC1,train
COC(CO)C1(O)CC1,train
OCC(CO)C1(O)CC1,train
CC1CC1C(CO)CO,train
CC(C)C(C#N)C#N,train
CCC(CC)C1CC1C,train
CCC(CC)C1CC1O,train
CCC(CO)C1CC1C,train
CCC(CO)C1CC1O,train
C#CC(C#C)C(C)O,train
CCC(OC)C1CC1C,train
CCC(OC)C1CC1O,train
COC(CO)C1CC1C,train
COC(CO)C1CC1O,train
C#CC(C#N)C(C)O,train
OCC(CO)C1CC1O,train
CCC(CC)C1CCC1,train
CCC(CC)C1CCO1,train
CCC(CC)C1COC1,train
CCC(CO)C1CCC1,train
CCC(CO)C1CCO1,train
CCC(CO)C1COC1,train
C#CC(C#N)N(C)C,train
CCC(OC)C1CCC1,train
CCC(OC)C1CCO1,train
CCC(OC)C1COC1,train
COC(CO)C1CCC1,train
COC(CO)C1CCO1,test
COC(CO)C1COC1,train
OCC(CO)C1CCC1,train
OCC(CO)C1CCO1,train
